,Username,Place,Peak Rating,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
,Xile1985,,6,5,5,5,2,0,0,0,0,0,,
,JamesPMiller,,10,5,5,5,2,0,0,0,0,0,,
,blondin,,5,5,5,5,2,0,0,0,0,0,,
,LordDarktempler,,12,5,5,5,2,0,0,0,0,0,,
,cockhand,,8,5,5,5,2,0,0,0,0,0,,
,WildCard0341,,8,5,5,5,2,0,0,0,0,0,,
,Isildur,,12,5,5,5,2,0,0,0,0,0,,
,Diman007,,9,5,5,5,2,0,0,0,0,0,,
,Raapst70,,6,5,5,5,2,0,0,0,0,0,,
,reterical,,12,5,5,5,2,0,0,0,0,0,,
,stachu,,8,5,5,5,2,0,0,0,0,0,,
,snak3.eth,,3,5,5,5,2,0,0,0,0,0,,
,TenTon01,,8,5,5,5,2,0,0,0,0,0,,
,POOKIDS420,,6,5,5,5,2,0,0,0,0,0,,
,kentsutse,,7,5,5,5,2,0,0,0,0,0,,
,NecroDamer,,1,5,5,5,2,0,0,0,0,0,,
,Justinkase,,8,5,5,5,2,0,0,0,0,0,,
,gu.cards,,8,5,5,5,2,0,0,0,0,0,,
,Savant.Specter,,12,5,5,5,2,0,0,0,0,0,,
,Shinjiz,,9,5,5,5,2,0,0,0,0,0,,
,LegndRicky,,8,5,5,5,2,0,0,0,0,0,,
,Mayroo09,,1,5,5,5,2,0,0,0,0,0,,
,arisho,,10,5,5,5,2,0,0,0,0,0,,
,Martinzillo23,,1,5,5,5,2,0,0,0,0,0,,
,Babooshka,,5,4,4,4,1,0,0,0,0,0,,
,AdventureStory,,7,4,4,4,1,0,0,0,0,0,,
,Sameersh,,3,4,4,4,1,0,0,0,0,0,,
,AloVulpin,,7,4,4,4,1,0,0,0,0,0,,
,Varick,,11,4,4,4,1,0,0,0,0,0,,
,drchronic01,,10,4,4,4,1,0,0,0,0,0,,
,Noshlarr,,10,4,4,4,1,0,0,0,0,0,,
,The Nature Boy,,6,4,4,4,1,0,0,0,0,0,,
,.XXOTCXX.,,7,4,4,4,1,0,0,0,0,0,,
,finansisn,,10,4,4,4,1,0,0,0,0,0,,
,TradingSocks,,5,4,4,4,1,0,0,0,0,0,,
,Jinimage,,5,4,4,4,1,0,0,0,0,0,,
,한국 호빗,,11,4,4,4,1,0,0,0,0,0,,
,thepuffin,,5,4,4,4,1,0,0,0,0,0,,
,MrMousey,,7,4,4,4,1,0,0,0,0,0,,
,masanari,,7,4,4,4,1,0,0,0,0,0,,
,AssTra75,,1,4,4,4,1,0,0,0,0,0,,
,whitefly,,1,4,4,4,1,0,0,0,0,0,,
,Nyktimené,,7,4,4,4,1,0,0,0,0,0,,
,Ikonic420,,3,4,4,4,1,0,0,0,0,0,,
,NiksonTheSuperman,,1,4,4,4,1,0,0,0,0,0,,
,MuffinMonkey,,10,4,4,4,1,0,0,0,0,0,,
,😎,,12,4,4,4,1,0,0,0,0,0,,
,magic1993,,8,4,4,4,1,0,0,0,0,0,,
,bouncetree,,7,4,4,4,1,0,0,0,0,0,,
,ThotHtheAtlanteaN,,8,4,4,4,1,0,0,0,0,0,,
,jiiiklikli,,7,4,4,4,1,0,0,0,0,0,,
,tactics1,,7,4,4,4,1,0,0,0,0,0,,
,Ms. Tanith,,4,4,4,4,1,0,0,0,0,0,,
,BlocksUnchained,,10,4,4,4,1,0,0,0,0,0,,
,Gladius Mortis,,7,4,4,4,1,0,0,0,0,0,,
,WilliamLee,,8,4,4,4,1,0,0,0,0,0,,
,Bilibong,,1,4,4,4,1,0,0,0,0,0,,
,Amzinglyrwarded,,4,4,4,4,1,0,0,0,0,0,,
,DemonJnr,,7,4,4,4,1,0,0,0,0,0,,
,Deep,,12,4,4,4,1,0,0,0,0,0,,
,Balthazar,,5,4,4,4,1,0,0,0,0,0,,
,Bitcoin,,11,4,4,4,1,0,0,0,0,0,,
,[Mythic] VVH,,12,4,4,4,1,0,0,0,0,0,,
,ibloirio,,1,4,4,4,1,0,0,0,0,0,,
,Ninjaturtle,,8,4,4,4,1,0,0,0,0,0,,
,stefky92,,1,4,4,4,1,0,0,0,0,0,,
,_emrgrrd,,1,4,4,4,1,0,0,0,0,0,,
,OMNIPOTENT,,1,9,3,3,1,0,0,0,0,0,,
,Q,,9,3,3,3,1,0,0,0,0,0,,
,shadowkill{599],,4,3,3,3,1,0,0,0,0,0,,
,Odin,,12,3,3,3,1,0,0,0,0,0,,
,Ax-S.C.B,,4,3,3,3,1,0,0,0,0,0,,
,Yell,,8,3,3,3,1,0,0,0,0,0,,
,Slackov,,12,3,3,3,1,0,0,0,0,0,,
,Gabriel,,10,3,3,3,1,0,0,0,0,0,,
,sample,,8,3,3,3,1,0,0,0,0,0,,
,domvoj01,,6,3,3,3,1,0,0,0,0,0,,
,Tamerlan,,7,3,3,3,1,0,0,0,0,0,,
,aeaon,,5,3,3,3,1,0,0,0,0,0,,
,oniru,,7,3,3,3,1,0,0,0,0,0,,
,-=ÐDrîve~ßyE€=-,,5,3,3,3,1,0,0,0,0,0,,
,JaffyHigg,,2,3,3,3,1,0,0,0,0,0,,
,sac_z_16,,1,3,3,3,1,0,0,0,0,0,,
,Cerne,,12,3,3,3,1,0,0,0,0,0,,
,yo.achim,,7,3,3,3,1,0,0,0,0,0,,
,doudou2201,,10,3,3,3,1,0,0,0,0,0,,
,strange,,4,3,3,3,1,0,0,0,0,0,,
,athlee,,8,3,3,3,1,0,0,0,0,0,,
,TemoryTgn,,3,3,3,3,1,0,0,0,0,0,,
,chnoblidan,,9,3,3,3,1,0,0,0,0,0,,
,Rugdealer,,4,3,3,3,1,0,0,0,0,0,,
,EtherKnight,,8,3,3,3,1,0,0,0,0,0,,
,お金猫,,9,3,3,3,1,0,0,0,0,0,,
,shadowstep33,,7,3,3,3,1,0,0,0,0,0,,
,-=|Greedy|=-,,8,3,3,3,1,0,0,0,0,0,,
,ra,,8,3,3,3,1,0,0,0,0,0,,
,幻,,12,3,3,3,1,0,0,0,0,0,,
,Valhalla,,7,3,3,3,1,0,0,0,0,0,,
,tntdabomb,,6,3,3,3,1,0,0,0,0,0,,
,Mr_*M*E*A*T*,,11,3,3,3,1,0,0,0,0,0,,
,oldemate,,7,3,3,3,1,0,0,0,0,0,,
,Master_Elliott,,3,3,3,3,1,0,0,0,0,0,,
,crypto_bovine,,6,2,2,2,0,0,0,0,0,0,,
,ronink77,,5,2,2,2,0,0,0,0,0,0,,
,HardRockMiner,,9,2,2,2,0,0,0,0,0,0,,
,DthRevan,,9,2,2,2,0,0,0,0,0,0,,
,Ota Benga,,10,2,2,2,0,0,0,0,0,0,,
,Wilderness,,12,2,2,2,0,0,0,0,0,0,,
,restb777,,10,2,2,2,0,0,0,0,0,0,,
,Lidius89,,1,2,2,2,0,0,0,0,0,0,,
,huntrhatch,,5,2,2,2,0,0,0,0,0,0,,
,Vallayen,,4,2,2,2,0,0,0,0,0,0,,
,Ohcocomo,,5,2,2,2,0,0,0,0,0,0,,
,AgentOrange,,12,2,2,2,0,0,0,0,0,0,,
,SteelRat,,12,2,2,2,0,0,0,0,0,0,,
,MisterTroll,,8,2,2,2,0,0,0,0,0,0,,
,kityoe00,,1,2,2,2,0,0,0,0,0,0,,
,Excidium,,9,2,2,2,0,0,0,0,0,0,,
,Grijander,,7,2,2,2,0,0,0,0,0,0,,
,ValBelair,,9,2,2,2,0,0,0,0,0,0,,
,Xboot,,7,2,2,2,0,0,0,0,0,0,,
,Cryptotastic,,12,2,2,2,0,0,0,0,0,0,,
,SneezyDwarf,,9,2,2,2,0,0,0,0,0,0,,
,Fial_Darg,,1,2,2,2,0,0,0,0,0,0,,
,Omegafenix,,10,2,2,2,0,0,0,0,0,0,,
,Mahalleinir,,7,2,2,2,0,0,0,0,0,0,,
,HigH_EnD,,12,2,2,2,0,0,0,0,0,0,,
,ladolado391,,1,2,2,2,0,0,0,0,0,0,,
,Cerberus,,6,2,2,2,0,0,0,0,0,0,,
,knox,,3,2,2,2,0,0,0,0,0,0,,
,ZACHISNICE,,4,2,2,2,0,0,0,0,0,0,,
,dr-nuker,,4,2,2,2,0,0,0,0,0,0,,
,Edgecaser,,9,2,2,2,0,0,0,0,0,0,,
,白乌鸦,,11,2,2,2,0,0,0,0,0,0,,
,ReportMe,,7,2,2,2,0,0,0,0,0,0,,
,Razendless,,1,2,2,2,0,0,0,0,0,0,,
,gruberx!,,6,2,2,2,0,0,0,0,0,0,,
,*-M4rc0-*,,1,2,2,2,0,0,0,0,0,0,,
,Jdeluxe,,7,2,2,2,0,0,0,0,0,0,,
,MOOSEgod,,1,2,2,2,0,0,0,0,0,0,,
,pabloest,,2,2,2,2,0,0,0,0,0,0,,
,اکویٹا,,10,2,2,2,0,0,0,0,0,0,,
,gorekill,,3,2,2,2,0,0,0,0,0,0,,
,Dark_Mango,,6,2,2,2,0,0,0,0,0,0,,
,kalle4551,,1,2,2,2,0,0,0,0,0,0,,
,Asharen1,,4,2,2,2,0,0,0,0,0,0,,
,PeriodBloodMouthWash,,8,2,2,2,0,0,0,0,0,0,,
,akndr2142,,7,2,2,2,0,0,0,0,0,0,,
,matt690,,6,2,2,2,0,0,0,0,0,0,,
,boshfred,,1,2,2,2,0,0,0,0,0,0,,
,Silversteel,,1,2,2,2,0,0,0,0,0,0,,
,freedom2020,,5,2,2,2,0,0,0,0,0,0,,
,Planeswalker,,1,2,2,2,0,0,0,0,0,0,,
,fwibb.jmm,,5,2,2,2,0,0,0,0,0,0,,
,SamuraiCrusader,,1,2,2,2,0,0,0,0,0,0,,
,DeadeyeViking,,1,2,2,2,0,0,0,0,0,0,,
,MrTUNER,,6,1,1,1,0,0,0,0,0,0,,
,cirillo77,,5,1,1,1,0,0,0,0,0,0,,
,shaleby_,,5,1,1,1,0,0,0,0,0,0,,
,carebear,,12,1,1,1,0,0,0,0,0,0,,
,Headsnap,,6,1,1,1,0,0,0,0,0,0,,
,Goatar420,,1,1,1,1,0,0,0,0,0,0,,
,jinsenorobert,,1,1,1,1,0,0,0,0,0,0,,
,Yurecsuper,,8,1,1,1,0,0,0,0,0,0,,
,Kage Sama,,6,1,1,1,0,0,0,0,0,0,,
,marukaziri,,9,1,1,1,0,0,0,0,0,0,,
,T.kusanagi,,8,1,1,1,0,0,0,0,0,0,,
,Hedeslag,,5,1,1,1,0,0,0,0,0,0,,
,quokku,,11,1,1,1,0,0,0,0,0,0,,
,EL CAPITOCH,,1,1,1,1,0,0,0,0,0,0,,
,SpicySquid,,4,1,1,1,0,0,0,0,0,0,,
,isaak4571,,1,1,1,1,0,0,0,0,0,0,,
,adal111,,9,1,1,1,0,0,0,0,0,0,,
,FraudulentFree,,1,1,1,1,0,0,0,0,0,0,,
,Adamanty,,8,1,1,1,0,0,0,0,0,0,,
,Easycake001,,7,1,1,1,0,0,0,0,0,0,,
,HappyMan811,,4,1,1,1,0,0,0,0,0,0,,
,TheUnknown,,6,1,1,1,0,0,0,0,0,0,,
,PrinceMing88,,5,1,1,1,0,0,0,0,0,0,,
,ill_coin,,6,1,1,1,0,0,0,0,0,0,,
,swordofsadness,,1,1,1,1,0,0,0,0,0,0,,
,btz4u,,8,1,1,1,0,0,0,0,0,0,,
,Dasrauscht,,6,1,1,1,0,0,0,0,0,0,,
,XanXus86,,1,1,1,1,0,0,0,0,0,0,,
,densdensdens,,8,1,1,1,0,0,0,0,0,0,,
,CardShop,,9,1,1,1,0,0,0,0,0,0,,
,Bayou-Bengal,,8,1,1,1,0,0,0,0,0,0,,
,onodrimbr,,3,1,1,1,0,0,0,0,0,0,,
,Mortal,,7,1,1,1,0,0,0,0,0,0,,
,RajhaTherma,,1,1,1,1,0,0,0,0,0,0,,
,JPK,,10,1,1,1,0,0,0,0,0,0,,
,MaestroGR,,8,1,1,1,0,0,0,0,0,0,,
,ShiniPlays,,1,1,1,1,0,0,0,0,0,0,,
,Akiro,,6,1,1,1,0,0,0,0,0,0,,
,Torggames,,4,1,1,1,0,0,0,0,0,0,,
,junjun123,,1,1,1,1,0,0,0,0,0,0,,
,Silver_Coin,,5,1,1,1,0,0,0,0,0,0,,
,Camypau-,,8,1,1,1,0,0,0,0,0,0,,
,☭,,7,1,1,1,0,0,0,0,0,0,,
,Zakaimus,,1,1,1,1,0,0,0,0,0,0,,
,wiim,,7,1,1,1,0,0,0,0,0,0,,
,angrygnat,,7,1,1,1,0,0,0,0,0,0,,
,gecheverria86,,7,1,1,1,0,0,0,0,0,0,,
,Oplieum31,,1,1,1,1,0,0,0,0,0,0,,
,TheFireWithin,,11,1,1,1,0,0,0,0,0,0,,
,saphst4r,,9,1,1,1,0,0,0,0,0,0,,
,Chalkdust,,1,1,1,1,0,0,0,0,0,0,,
,GUUNEREEN,,7,1,1,1,0,0,0,0,0,0,,
,Achilles64,,3,1,1,1,0,0,0,0,0,0,,
,Nxy,,4,1,1,1,0,0,0,0,0,0,,
,mmax,,9,1,1,1,0,0,0,0,0,0,,
,I.L.M.S,,1,1,1,1,0,0,0,0,0,0,,
,LeeChu,,1,1,1,1,0,0,0,0,0,0,,
,Sonick10,,1,1,1,1,0,0,0,0,0,0,,
,Jashby1997,,11,1,1,1,0,0,0,0,0,0,,
,Adnan,,1,1,1,1,0,0,0,0,0,0,,
,Stilllight,,2,1,1,1,0,0,0,0,0,0,,
,epicmacman,,4,1,1,1,0,0,0,0,0,0,,
,Fenfennn,,2,1,1,1,0,0,0,0,0,0,,
,taurus1983,,4,1,1,1,0,0,0,0,0,0,,
,Franestra,,1,1,1,1,0,0,0,0,0,0,,
,BallNChained,,8,1,1,1,0,0,0,0,0,0,,
,BlissFul,,3,1,1,1,0,0,0,0,0,0,,
,shadawawa,,10,1,1,1,0,0,0,0,0,0,,
,t0w,,8,1,1,1,0,0,0,0,0,0,,
,El Dios Desencadenado,,7,1,1,1,0,0,0,0,0,0,,
,Imperator Arcadus,,2,1,1,1,0,0,0,0,0,0,,
,kigawakunto27,,12,1,1,1,0,0,0,0,0,0,,
,のんちゃん,,10,1,1,1,0,0,0,0,0,0,,
,Avatar1188,,4,1,1,1,0,0,0,0,0,0,,
,facugaba04,,5,1,1,1,0,0,0,0,0,0,,
,Seekill0626,,1,1,1,1,0,0,0,0,0,0,,
,kolia31802,,7,1,1,1,0,0,0,0,0,0,,
,toomey779,,6,1,1,1,0,0,0,0,0,0,,
,FD_Disaster,,6,1,1,1,0,0,0,0,0,0,,
,Turbeon8,,4,1,1,1,0,0,0,0,0,0,,
,HazelStorm,,1,1,1,1,0,0,0,0,0,0,,
,rolePLAYA,,1,1,1,1,0,0,0,0,0,0,,
,SirBeugsy,,1,1,1,1,0,0,0,0,0,0,,
,gadeltoujours,,1,1,1,1,0,0,0,0,0,0,,
,amiazpes,,1,1,1,1,0,0,0,0,0,0,,
,cargheus,,1,1,1,1,0,0,0,0,0,0,,
,Papagiorgio,,1,1,1,1,0,0,0,0,0,0,,
,Yurij,,10,1,1,1,0,0,0,0,0,0,,
,Cubic_Gaming,,3,1,1,1,0,0,0,0,0,0,,
,LexiFjor,,1,1,1,1,0,0,0,0,0,0,,
,Gauravdagr8,,1,1,1,1,0,0,0,0,0,0,,
,wihhh001,,1,1,1,1,0,0,0,0,0,0,,
,Chompetto,,8,1,1,1,0,0,0,0,0,0,,
,shock,,10,1,1,1,0,0,0,0,0,0,,
,crusty jane,,7,1,1,1,0,0,0,0,0,0,,
,Khazrakh,,11,1,1,1,0,0,0,0,0,0,,
,Blockfisher,,9,1,1,1,0,0,0,0,0,0,,
